Zip,Countie,Vaccine Equity Metric Quartile,Mr,16+ Population,Persons Fully Vaccinated,Persons Partially Vaccinated,Percent of Population Fully Vaccinated,Percent of Population Partially Vaccinated,Percent of Population with 1+ Dose,Redacted
92704,Orange,2,Healthy Places Index Score,68323,17476,14452,0.255785018,0.211524665,0.467309684,No
92614,Orange,4,Healthy Places Index Score,22128,8244,5507,0.372559667,0.248870209,0.621429861,No
92604,Orange,4,Healthy Places Index Score,23400,8997,5132,0.384487182,0.219316244,0.603803396,No
92694,Orange,4,Healthy Places Index Score,19665,8377,5162,0.425985247,0.262496829,0.688482046,No
90631,Orange,3,Healthy Places Index Score,54927,16568,10711,0.301636726,0.195004284,0.49664101,No
92612,Orange,3,Healthy Places Index Score,30158,8381,5686,0.27790305,0.188540354,0.46644339,No
92625,Orange,4,Healthy Places Index Score,10771,4680,1778,0.434500039,0.165072888,0.599572957,No
90743,Orange,4,CDPH-Derived ZCTA Score,196,109,72,0.556122422,0.367346942,0.923469365,No
92782,Orange,4,Healthy Places Index Score,18011,8490,5456,0.471378595,0.302926004,0.774304569,No
92833,Orange,3,Healthy Places Index Score,41399,12799,9335,0.30916205,0.225488544,0.534650624,No
92821,Orange,3,Healthy Places Index Score,30623,11039,6753,0.360480696,0.220520526,0.581001222,No
92832,Orange,2,Healthy Places Index Score,20192,5514,4094,0.273078442,0.202753559,0.475832015,No
92606,Orange,4,Healthy Places Index Score,20495,6306,4525,0.307684809,0.220785558,0.528470337,No
90621,Orange,2,Healthy Places Index Score,28258,7727,6180,0.273444682,0.218699127,0.49214381,No
92649,Orange,4,Healthy Places Index Score,29715,9979,5437,0.335823655,0.182971567,0.518795192,No
92806,Orange,2,Healthy Places Index Score,31427,8453,6178,0.268972546,0.196582556,0.465555102,No
92663,Orange,4,Healthy Places Index Score,19515,5526,3238,0.283166796,0.165923655,0.449090451,No
92624,Orange,3,Healthy Places Index Score,5797,1932,910,0.333275825,0.156977743,0.490253568,No
92646,Orange,4,Healthy Places Index Score,46765,17410,8778,0.372286975,0.187704474,0.559991419,No
92835,Orange,4,Healthy Places Index Score,19575,8370,4394,0.427586198,0.22446999,0.652056217,No
92804,Orange,2,Healthy Places Index Score,71706,19049,13542,0.265654206,0.188854486,0.454508692,No
92887,Orange,4,Healthy Places Index Score,16247,6381,3298,0.392749429,0.202991322,0.595740736,No
92706,Orange,2,Healthy Places Index Score,27190,7677,5467,0.282346457,0.201066568,0.483413011,No
92701,Orange,1,Healthy Places Index Score,39488,6950,7733,0.17600283,0.195831642,0.371834487,No
90742,Orange,4,CDPH-Derived ZCTA Score,652,263,169,0.403374225,0.259202451,0.662576675,No
92845,Orange,4,Healthy Places Index Score,12987,4750,2617,0.365750372,0.201509207,0.56725955,No
92831,Orange,3,Healthy Places Index Score,30685,7712,5545,0.251328021,0.180707186,0.432035208,No
92679,Orange,4,Healthy Places Index Score,25993,8888,5370,0.341938227,0.20659408,0.548532307,No
90623,Orange,3,Healthy Places Index Score,13276,5155,3029,0.388294667,0.228156075,0.616450727,No
90720,Orange,4,Healthy Places Index Score,17702,6842,3572,0.386509985,0.201785102,0.588295102,No
92673,Orange,4,Healthy Places Index Score,23540,7765,4245,0.329864055,0.180331349,0.510195434,No
90620,Orange,3,Healthy Places Index Score,37870,12467,7970,0.329205185,0.210456833,0.539662004,No
92691,Orange,4,Healthy Places Index Score,42244,14685,7570,0.347623318,0.179197043,0.526820362,No
92660,Orange,4,Healthy Places Index Score,29021,11189,5878,0.385548383,0.20254299,0.588091373,No
92801,Orange,2,Healthy Places Index Score,50887,12026,9435,0.236327544,0.185410812,0.421738356,No
92676,Orange,4,Healthy Places Index Score,1788,519,285,0.290268451,0.159395978,0.449664444,No
92675,Orange,3,Healthy Places Index Score,30701,9216,4666,0.300185651,0.151982024,0.45216769,No
92610,Orange,4,Healthy Places Index Score,12493,3323,2460,0.265988946,0.196910277,0.462899238,No
92662,Orange,4,Healthy Places Index Score,2289,973,339,0.425076455,0.148099601,0.573176086,No
92805,Orange,1,Healthy Places Index Score,56802,12917,12565,0.227403969,0.221206993,0.448610961,No
92840,Orange,2,Healthy Places Index Score,44703,14198,9598,0.317607313,0.214705944,0.532313287,No
92705,Orange,3,Healthy Places Index Score,37426,12124,7630,0.32394591,0.20386897,0.527814865,No
92620,Orange,4,Healthy Places Index Score,40366,16541,12197,0.409775555,0.302160233,0.711935759,No
92707,Orange,2,Healthy Places Index Score,47461,10807,9683,0.227702752,0.204020143,0.431722879,No
92844,Orange,1,Healthy Places Index Score,19340,6848,4791,0.35408479,0.247724921,0.60180974,No
92807,Orange,4,Healthy Places Index Score,29777,11144,5965,0.374248594,0.20032239,0.574570954,No
92823,Orange,4,Healthy Places Index Score,3534,1741,936,0.492642909,0.264855683,0.757498562,No
92865,Orange,3,Healthy Places Index Score,16560,4680,3073,0.282608688,0.185567632,0.468176335,No
92661,Orange,3,Healthy Places Index Score,3232,973,483,0.301051974,0.149443075,0.450495064,No
92672,Orange,3,Healthy Places Index Score,29240,8404,4822,0.287414491,0.164911076,0.452325583,No
92861,Orange,4,Healthy Places Index Score,4900,2013,988,0.410816312,0.201632649,0.61244899,No
92647,Orange,3,Healthy Places Index Score,50318,14413,8593,0.286438257,0.170773879,0.45721212,No
92602,Orange,4,Healthy Places Index Score,16700,8413,6263,0.503772438,0.375029951,0.878802419,No
90630,Orange,3,Healthy Places Index Score,39699,14013,9022,0.35298118,0.227260128,0.580241323,No
90680,Orange,2,Healthy Places Index Score,23694,6668,4936,0.281421453,0.208322778,0.489744246,No
92802,Orange,2,Healthy Places Index Score,32749,8100,6436,0.247335792,0.196525082,0.443860888,No
92692,Orange,4,Healthy Places Index Score,38984,15665,7490,0.401831508,0.192130104,0.593961596,No
92841,Orange,2,Healthy Places Index Score,27485,9277,6441,0.33752957,0.234346002,0.571875572,No
90740,Orange,3,Healthy Places Index Score,21475,11053,3886,0.514691472,0.180954605,0.695646107,No
92780,Orange,3,Healthy Places Index Score,46246,12400,8856,0.268131286,0.191497639,0.45962894,No
91105,Pasadena,4,Healthy Places Index Score,10616,5879,2815,0.553786755,0.265165776,0.818952501,No
91101,Pasadena,3,Healthy Places Index Score,18880,7082,4215,0.375105917,0.223252118,0.598358035,No
91103,Pasadena,2,Healthy Places Index Score,22310,8182,4508,0.366741359,0.202061862,0.568803251,No
91106,Pasadena,3,Healthy Places Index Score,21640,8683,4790,0.40124768,0.221349359,0.622597039,No
95681,Placer,2,CDPH-Derived ZCTA Score,892,218,100,0.244394615,0.11210762,0.356502235,No
95631,Placer,3,Healthy Places Index Score,5602,1106,552,0.197429493,0.098536238,0.295965731,No
95658,Placer,3,Healthy Places Index Score,5601,1878,706,0.335297257,0.126048923,0.461346179,No
95678,Placer,3,Healthy Places Index Score,33695,10277,4890,0.305000752,0.145125389,0.450126141,No
95715,Placer,4,CDPH-Derived ZCTA Score,76,36,12,0.473684222,0.157894731,0.631578922,No
95661,Placer,3,Healthy Places Index Score,25597,9764,3847,0.381450951,0.150291055,0.531741977,No
95603,Placer,3,Healthy Places Index Score,24601,7736,3275,0.314458758,0.133124664,0.447583437,No
96140,Placer,3,CDPH-Derived ZCTA Score,931,339,245,0.364124596,0.263157904,0.6272825,No
95747,Placer,4,Healthy Places Index Score,52142,22601,9186,0.433450967,0.176172763,0.60962373,No
95703,Placer,3,CDPH-Derived ZCTA Score,802,460,167,0.573566079,0.208229423,0.781795502,No
96146,Placer,3,CDPH-Derived ZCTA Score,973,406,263,0.41726619,0.270298034,0.687564254,No
95677,Placer,3,Healthy Places Index Score,20514,7137,3238,0.347908735,0.157843426,0.505752146,No
95765,Placer,4,Healthy Places Index Score,29880,11125,5476,0.372322619,0.183266401,0.55558902,No
95722,Placer,4,Healthy Places Index Score,4365,1549,548,0.354868263,0.125544101,0.480412364,No
95648,Placer,3,Healthy Places Index Score,42313,16840,5282,0.397986442,0.124831609,0.522818029,No
96145,Placer,4,Healthy Places Index Score,1854,1094,735,0.590075493,0.396440119,0.986515641,No
96143,Placer,3,Healthy Places Index Score,2869,518,429,0.180550709,0.149529457,0.330080181,No
96148,Placer,2,CDPH-Derived ZCTA Score,471,268,163,0.569002151,0.346072197,0.915074289,No
95713,Placer,3,Healthy Places Index Score,8902,1647,779,0.185014606,0.087508425,0.272523016,No
95746,Placer,4,Healthy Places Index Score,18903,7809,3176,0.413109034,0.168015659,0.581124663,No
95650,Placer,3,Healthy Places Index Score,11980,3473,1509,0.289899826,0.125959933,0.415859759,No
95701,Placer,3,CDPH-Derived ZCTA Score,796,157,99,0.19723618,0.124371856,0.321608037,No
95717,Placer,3,CDPH-Derived ZCTA Score,156,59,29,0.378205121,0.18589744,0.56410259,No
95602,Placer,3,Healthy Places Index Score,15243,4933,2018,0.323623955,0.132388636,0.456012607,No
95714,Placer,2,CDPH-Derived ZCTA Score,455,106,40,0.232967034,0.08791209,0.320879132,No
95663,Placer,4,Healthy Places Index Score,1987,782,325,0.393558115,0.163563162,0.557121277,No
96129,Plumas,3,CDPH-Derived ZCTA Score,289,31,24,0.107266434,0.083044983,0.190311417,No
95947,Plumas,2,Healthy Places Index Score,1480,395,128,0.266891897,0.086486489,0.353378385,No
96106,Plumas,3,CDPH-Derived ZCTA Score,234,220,36,0.940170944,0.15384616,1.094017148,No
95971,Plumas,2,Healthy Places Index Score,5125,1890,384,0.368780494,0.074926831,0.443707317,No
95983,Plumas,3,CDPH-Derived ZCTA Score,279,116,30,0.41577062,0.107526883,0.523297489,No
95956,Plumas,3,CDPH-Derived ZCTA Score,309,118,31,0.381877035,0.100323625,0.482200652,No
95923,Plumas,1,CDPH-Derived ZCTA Score,28,,,,,,Information redacted in accordance with CA state privacy requirements
96020,Plumas,2,Healthy Places Index Score,2098,658,244,0.313632041,0.116301239,0.42993328,No
96105,Plumas,2,CDPH-Derived ZCTA Score,300,39,16,0.129999995,0.053333335,0.183333337,No
96103,Plumas,3,Healthy Places Index Score,1264,590,157,0.466772139,0.12420886,0.590981007,No
95984,Plumas,1,CDPH-Derived ZCTA Score,287,,,,,,Information redacted in accordance with CA state privacy requirements
96135,Plumas,3,CDPH-Derived ZCTA Score,193,,,,,,Information redacted in accordance with CA state privacy requirements
95934,Plumas,1,CDPH-Derived ZCTA Score,146,64,11,0.438356161,0.075342469,0.513698637,No
96122,Plumas,1,Healthy Places Index Score,2640,905,353,0.342803031,0.133712128,0.476515144,No
96137,Plumas,2,Healthy Places Index Score,2910,637,207,0.218900338,0.071134023,0.290034354,No
92536,Riverside,2,Healthy Places Index Score,2361,760,410,0.321897507,0.173655227,0.495552719,No
92254,Riverside,1,Healthy Places Index Score,7201,2375,2402,0.329815298,0.333564788,0.663380086,No
92262,Riverside,2,Healthy Places Index Score,24779,11264,6304,0.454578459,0.254408985,0.708987474,No
92276,Riverside,1,Healthy Places Index Score,5791,2148,1393,0.37092039,0.240545675,0.61146605,No
92544,Riverside,1,Healthy Places Index Score,38232,6431,5272,0.168209881,0.137894958,0.306104839,No
92230,Riverside,1,Healthy Places Index Score,2191,234,266,0.106800549,0.121405751,0.228206292,No
92282,Riverside,1,CDPH-Derived ZCTA Score,1115,212,161,0.190134525,0.144394621,0.334529161,No
92509,Riverside,1,Healthy Places Index Score,60904,12004,10411,0.197097078,0.170941159,0.368038237,No
92586,Riverside,2,Healthy Places Index Score,17124,6170,3507,0.360312998,0.204800278,0.565113306,No
92505,Riverside,2,Healthy Places Index Score,41871,8808,6988,0.210360393,0.166893557,0.37725395,No
92860,Riverside,3,Healthy Places Index Score,22302,4393,2788,0.196977854,0.125011206,0.321989059,No
92203,Riverside,3,Healthy Places Index Score,25155,9737,4519,0.387080103,0.179646194,0.566726267,No
92530,Riverside,1,Healthy Places Index Score,42595,8096,6792,0.190069258,0.159455329,0.349524587,No
92543,Riverside,1,Healthy Places Index Score,28247,5210,4460,0.184444368,0.157892868,0.342337251,No
92503,Riverside,2,Healthy Places Index Score,73298,16915,13130,0.230770275,0.179131761,0.409902036,No
92557,Riverside,2,Healthy Places Index Score,41209,9001,7667,0.218423158,0.186051592,0.404474765,No
92883,Riverside,3,Healthy Places Index Score,27035,8514,5230,0.314925104,0.193452924,0.508378029,No
92545,Riverside,1,Healthy Places Index Score,33194,8578,5851,0.258420199,0.176266789,0.434686989,No
92234,Riverside,1,Healthy Places Index Score,43236,13802,9041,0.319224715,0.209108144,0.528332889,No
92881,Riverside,3,Healthy Places Index Score,26567,7306,4858,0.275002837,0.182858437,0.457861245,No
92595,Riverside,2,Healthy Places Index Score,26118,5387,4003,0.206256226,0.153265953,0.359522164,No
92508,Riverside,3,Healthy Places Index Score,29487,8237,5586,0.279343426,0.189439416,0.468782842,No
92567,Riverside,1,Healthy Places Index Score,8041,1302,1136,0.16192016,0.141275957,0.303196132,No
92585,Riverside,2,Healthy Places Index Score,17264,3915,3329,0.226772472,0.192829013,0.41960147,No
92591,Riverside,3,Healthy Places Index Score,31720,7819,5982,0.246500626,0.188587636,0.435088277,No
92506,Riverside,3,Healthy Places Index Score,37004,13077,6940,0.35339424,0.187547296,0.540941536,No
92241,Riverside,1,Healthy Places Index Score,6651,2107,1241,0.316794455,0.186588481,0.503382921,No
92571,Riverside,1,Healthy Places Index Score,40894,6741,7712,0.164840803,0.188585117,0.35342592,No
92570,Riverside,1,Healthy Places Index Score,45205,6683,6933,0.147837624,0.153367996,0.301205605,No
92879,Riverside,2,Healthy Places Index Score,37111,9024,6667,0.243162408,0.179650232,0.422812641,No
92240,Riverside,1,Healthy Places Index Score,27356,7055,5176,0.257895887,0.189208955,0.447104841,No
92260,Riverside,3,Healthy Places Index Score,30190,12575,5900,0.416528642,0.195428953,0.61195761,No
92274,Riverside,1,Healthy Places Index Score,11538,3261,3157,0.282631308,0.273617625,0.556248903,No
92320,Riverside,2,Healthy Places Index Score,7261,2395,1239,0.329844385,0.170637652,0.500482023,No
92539,Riverside,1,Healthy Places Index Score,3725,588,375,0.157852352,0.100671142,0.258523494,No
92210,Riverside,3,Healthy Places Index Score,4874,3124,1079,0.640951991,0.221378744,0.862330735,No
92518,Riverside,2,CDPH-Derived ZCTA Score,762,368,156,0.482939631,0.204724416,0.687664032,No
92584,Riverside,3,Healthy Places Index Score,40505,9934,7187,0.245253667,0.177434891,0.422688544,No
92211,Riverside,3,Healthy Places Index Score,22845,13786,4788,0.603458107,0.209586337,0.813044429,No
92253,Riverside,3,Healthy Places Index Score,33749,14366,7248,0.425671875,0.214761913,0.640433788,No
92504,Riverside,2,Healthy Places Index Score,47426,10725,7948,0.226141781,0.167587399,0.39372918,No
92596,Riverside,3,Healthy Places Index Score,22470,4892,3999,0.217712507,0.177970633,0.39568314,No
92583,Riverside,1,Healthy Places Index Score,25238,3952,3759,0.15658927,0.148942068,0.305531353,No
92880,Riverside,3,Healthy Places Index Score,51058,14763,10298,0.289141774,0.201692194,0.490833968,No
92549,Riverside,3,Healthy Places Index Score,2242,1078,607,0.480820686,0.27074042,0.751561105,No
92555,Riverside,2,Healthy Places Index Score,33946,8116,6369,0.2390856,0.187621519,0.426707119,No
92201,Riverside,1,Healthy Places Index Score,52635,15033,10972,0.285608441,0.208454445,0.494062901,No
92582,Riverside,2,Healthy Places Index Score,12165,2497,2435,0.205260992,0.200164407,0.4054254,No
92551,Riverside,1,Healthy Places Index Score,25325,4313,4507,0.170306027,0.177966431,0.348272473,No
92236,Riverside,1,Healthy Places Index Score,36049,8047,7198,0.22322394,0.199672669,0.422896624,No
92264,Riverside,2,Healthy Places Index Score,18728,9608,4352,0.513028622,0.232379332,0.745407939,No
92548,Riverside,1,Healthy Places Index Score,5841,849,877,0.145351827,0.150145516,0.295497358,No
92507,Riverside,1,Healthy Places Index Score,49283,11288,8798,0.229044497,0.178519979,0.407564461,No
92223,Riverside,2,Healthy Places Index Score,41754,12960,7587,0.310389429,0.181707144,0.492096573,No
92270,Riverside,2,Healthy Places Index Score,17002,10398,3665,0.611575127,0.21556288,0.827138007,No
92225,Riverside,1,Healthy Places Index Score,18128,3399,541,0.1875,0.029843336,0.21734333,No
92561,Riverside,2,Healthy Places Index Score,1279,375,209,0.293197811,0.16340892,0.456606716,No
92563,Riverside,3,Healthy Places Index Score,50537,12684,10167,0.25098443,0.20117934,0.452163756,No
91752,Riverside,2,Healthy Places Index Score,27317,6777,5207,0.248087272,0.190613911,0.438701183,No
92532,Riverside,3,Healthy Places Index Score,18394,4307,3314,0.234152436,0.180167452,0.414319873,No
92882,Riverside,2,Healthy Places Index Score,57357,13993,9837,0.243963242,0.171504781,0.415468037,No
92501,Riverside,1,Healthy Places Index Score,17154,4353,3499,0.25376007,0.203975752,0.457735807,No
92553,Riverside,1,Healthy Places Index Score,56297,9357,10057,0.16620779,0.178641841,0.344849646,No
92592,Riverside,3,Healthy Places Index Score,62969,14986,11687,0.237990126,0.185599267,0.423589379,No
92587,Riverside,3,Healthy Places Index Score,13423,2832,2030,0.210981146,0.151232958,0.362214118,No
92258,Riverside,1,CDPH-Derived ZCTA Score,510,186,131,0.36470589,0.25686276,0.62156862,No
92220,Riverside,1,Healthy Places Index Score,26931,7205,4026,0.267535567,0.149493143,0.417028695,No
92590,Riverside,2,Healthy Places Index Score,4269,832,656,0.19489342,0.15366596,0.34855938,No
92239,Riverside,2,CDPH-Derived ZCTA Score,222,102,41,0.459459454,0.184684679,0.644144118,No
92562,Riverside,3,Healthy Places Index Score,49289,12330,8385,0.250157237,0.170119092,0.420276344,No
95660,Sacramento,1,Healthy Places Index Score,26328,3890,2490,0.147751451,0.09457612,0.242327556,No
95841,Sacramento,1,Healthy Places Index Score,16870,3552,1802,0.210551277,0.106816836,0.31736812,No
95655,Sacramento,3,Healthy Places Index Score,3272,997,450,0.304706603,0.137530565,0.442237169,No
95816,Sacramento,4,Healthy Places Index Score,15777,6857,3232,0.434620023,0.204855174,0.639475167,No
95833,Sacramento,2,Healthy Places Index Score,31089,7686,4405,0.247225702,0.141689986,0.388915688,No
95638,Sacramento,3,Healthy Places Index Score,1786,462,155,0.258678615,0.086786114,0.345464736,No
95608,Sacramento,2,Healthy Places Index Score,51219,17579,7299,0.343212485,0.142505705,0.485718191,No
95830,Sacramento,3,CDPH-Derived ZCTA Score,669,247,114,0.36920777,0.170403585,0.53961134,No
95690,Sacramento,3,Healthy Places Index Score,1720,542,226,0.315116286,0.131395355,0.446511626,No
95624,Sacramento,3,Healthy Places Index Score,51874,19386,8135,0.373713225,0.156822294,0.530535519,No
95817,Sacramento,2,Healthy Places Index Score,11898,4174,1752,0.350815266,0.147251636,0.498066902,No
95819,Sacramento,4,Healthy Places Index Score,16607,7165,2897,0.431444585,0.174444512,0.605889082,No
95630,Sacramento,4,Healthy Places Index Score,61384,20881,10003,0.340170085,0.162957773,0.503127873,No
95628,Sacramento,3,Healthy Places Index Score,33885,12766,5269,0.376744866,0.155496538,0.532241404,No
95838,Sacramento,1,Healthy Places Index Score,28928,5122,4046,0.177060291,0.139864489,0.316924781,No
95831,Sacramento,3,Healthy Places Index Score,36026,16001,5913,0.444151431,0.164131463,0.608282924,No
95834,Sacramento,2,Healthy Places Index Score,22543,7683,3896,0.340815336,0.172825262,0.513640583,No
95829,Sacramento,3,Healthy Places Index Score,21731,9262,4149,0.426211417,0.190925404,0.617136836,No
95818,Sacramento,3,Healthy Places Index Score,17512,7983,3692,0.455858827,0.210826859,0.6666857,No
95814,Sacramento,2,Healthy Places Index Score,11170,2961,1469,0.265085042,0.131512985,0.396598041,No
95822,Sacramento,2,Healthy Places Index Score,34950,11410,5264,0.326466382,0.150615171,0.477081537,No
95626,Sacramento,2,Healthy Places Index Score,4824,1027,477,0.212893859,0.098880596,0.311774462,No
95673,Sacramento,2,Healthy Places Index Score,12740,2362,1222,0.185400307,0.095918365,0.281318694,No
95641,Sacramento,2,Healthy Places Index Score,1324,305,167,0.230362535,0.126132935,0.35649547,No
95835,Sacramento,3,Healthy Places Index Score,31090,10524,5160,0.338501126,0.165969759,0.504470885,No
95639,Sacramento,1,CDPH-Derived ZCTA Score,263,81,27,0.307984799,0.102661595,0.410646379,No
95824,Sacramento,1,Healthy Places Index Score,22628,4727,2976,0.208900481,0.131518468,0.340418965,No
95820,Sacramento,1,Healthy Places Index Score,29199,7815,3888,0.267646164,0.133155242,0.40080139,No
95621,Sacramento,2,Healthy Places Index Score,34096,8800,4094,0.258094788,0.120072737,0.37816754,No
95815,Sacramento,1,Healthy Places Index Score,19301,3491,2289,0.180871457,0.118594892,0.299466342,No
95826,Sacramento,3,Healthy Places Index Score,32375,9390,4315,0.290038615,0.133281857,0.423320472,No
95828,Sacramento,1,Healthy Places Index Score,46223,13768,6675,0.297860384,0.144408628,0.442268997,No
95742,Sacramento,4,Healthy Places Index Score,8819,4046,1888,0.458782166,0.214083225,0.672865391,No
95615,Sacramento,2,CDPH-Derived ZCTA Score,526,323,74,0.614068449,0.140684411,0.754752874,No
95843,Sacramento,3,Healthy Places Index Score,35327,8093,4372,0.229088232,0.123758033,0.352846265,No
95827,Sacramento,2,Healthy Places Index Score,16708,4244,2097,0.254010051,0.125508741,0.379518807,No
95832,Sacramento,1,Healthy Places Index Score,8891,1982,1117,0.222922057,0.125632659,0.34855473,No
95842,Sacramento,1,Healthy Places Index Score,25563,4467,2633,0.174744755,0.103000432,0.277745187,No
95811,Sacramento,2,Healthy Places Index Score,5668,2460,1306,0.434015512,0.230416372,0.66443187,No
95825,Sacramento,2,Healthy Places Index Score,30330,7562,3514,0.249324098,0.115858883,0.365182996,No
95821,Sacramento,1,Healthy Places Index Score,27653,7800,3775,0.282067031,0.136513218,0.418580264,No
95823,Sacramento,1,Healthy Places Index Score,58466,14400,7523,0.246296987,0.128673077,0.374970078,No
95632,Sacramento,3,Healthy Places Index Score,24817,5323,2437,0.214490071,0.098198816,0.312688887,No
95693,Sacramento,3,Healthy Places Index Score,5674,1816,662,0.320056409,0.116672538,0.436728925,No
95610,Sacramento,2,Healthy Places Index Score,37762,8547,4095,0.226338655,0.108442351,0.334780991,No
95670,Sacramento,2,Healthy Places Index Score,44220,12171,5808,0.275237441,0.13134329,0.406580746,No
95757,Sacramento,4,Healthy Places Index Score,38155,15712,7142,0.411794007,0.187183857,0.598977864,No
95683,Sacramento,4,Healthy Places Index Score,5283,2425,708,0.459019482,0.13401477,0.593034267,No
95662,Sacramento,3,Healthy Places Index Score,26226,7979,3182,0.304240078,0.121329978,0.425570041,No
95864,Sacramento,4,Healthy Places Index Score,18968,8771,3941,0.462410361,0.207770988,0.670181334,No
95758,Sacramento,3,Healthy Places Index Score,51553,19043,8374,0.369386852,0.162434772,0.531821609,No
95045,San Benito,2,Healthy Places Index Score,3402,978,532,0.28747794,0.156378597,0.443856567,No
95023,San Benito,3,Healthy Places Index Score,40872,11414,6576,0.279262096,0.160892546,0.440154642,No
95043,San Benito,3,CDPH-Derived ZCTA Score,629,110,50,0.174880758,0.079491258,0.25437203,No
95075,San Benito,2,CDPH-Derived ZCTA Score,333,175,80,0.52552551,0.240240246,0.765765786,No
92358,San Bernardino,1,CDPH-Derived ZCTA Score,675,152,99,0.225185186,0.146666661,0.371851861,No
92347,San Bernardino,2,Healthy Places Index Score,624,90,36,0.144230768,0.057692308,0.201923072,No
92308,San Bernardino,1,Healthy Places Index Score,32238,7541,3922,0.233916491,0.12165767,0.355574161,No
92382,San Bernardino,3,Healthy Places Index Score,3284,1209,572,0.368148595,0.174177825,0.54232645,No
92325,San Bernardino,2,Healthy Places Index Score,6560,2011,1052,0.306554884,0.16036585,0.466920733,No
92398,San Bernardino,1,CDPH-Derived ZCTA Score,1667,146,83,0.087582484,0.049790043,0.137372524,No
91763,San Bernardino,1,Healthy Places Index Score,30281,7779,5385,0.256893754,0.177834287,0.434728056,No
92397,San Bernardino,3,Healthy Places Index Score,3475,1209,629,0.347913682,0.181007192,0.528920889,No
93562,San Bernardino,1,Healthy Places Index Score,1334,249,40,0.186656669,0.029985007,0.216641679,No
92392,San Bernardino,1,Healthy Places Index Score,42407,7886,6294,0.185959861,0.148418888,0.334378749,No
91730,San Bernardino,2,Healthy Places Index Score,56666,15073,9804,0.265997261,0.173013806,0.439011037,No
92327,San Bernardino,1,CDPH-Derived ZCTA Score,602,37,21,0.061461795,0.034883723,0.096345514,No
92284,San Bernardino,1,Healthy Places Index Score,20913,4389,2539,0.209869459,0.12140774,0.331277192,No
92321,San Bernardino,3,Healthy Places Index Score,856,304,120,0.355140179,0.140186921,0.495327115,No
92404,San Bernardino,1,Healthy Places Index Score,46178,8053,6014,0.174390405,0.13023518,0.304625571,No
92277,San Bernardino,1,Healthy Places Index Score,16704,1867,1368,0.111769639,0.081896551,0.19366619,No
92365,San Bernardino,1,Healthy Places Index Score,2233,220,130,0.098522164,0.058217645,0.156739816,No
92335,San Bernardino,1,Healthy Places Index Score,72890,12621,11968,0.173151329,0.164192617,0.337343931,No
92352,San Bernardino,3,Healthy Places Index Score,4604,1726,604,0.3748914,0.13119027,0.506081641,No
92410,San Bernardino,1,Healthy Places Index Score,31549,5386,4762,0.170718566,0.150939807,0.321658373,No
92386,San Bernardino,1,Healthy Places Index Score,1828,399,235,0.21827133,0.128555804,0.34682712,No
92407,San Bernardino,1,Healthy Places Index Score,50725,9760,6977,0.192410052,0.137545586,0.329955637,No
92401,San Bernardino,1,Healthy Places Index Score,1666,375,210,0.225090042,0.126050428,0.351140469,No
92278,San Bernardino,2,CDPH-Derived ZCTA Score,4158,,,,,,Information redacted in accordance with CA state privacy requirements
92373,San Bernardino,3,Healthy Places Index Score,26939,11103,5624,0.412153393,0.208767951,0.620921314,No
92394,San Bernardino,1,Healthy Places Index Score,24948,3936,3472,0.15776816,0.139169469,0.296937644,No
92368,San Bernardino,1,CDPH-Derived ZCTA Score,749,95,68,0.126835778,0.090787716,0.217623502,No
92256,San Bernardino,2,Healthy Places Index Score,2624,658,423,0.250762194,0.161204264,0.411966473,No
91701,San Bernardino,3,Healthy Places Index Score,32160,10762,5894,0.334639311,0.18327114,0.517910421,No
92378,San Bernardino,2,CDPH-Derived ZCTA Score,220,116,56,0.527272701,0.25454545,0.781818211,No
92332,San Bernardino,2,CDPH-Derived ZCTA Score,97,,,,,,Information redacted in accordance with CA state privacy requirements
92372,San Bernardino,1,Healthy Places Index Score,4696,766,492,0.163117543,0.10477002,0.267887563,No
92374,San Bernardino,2,Healthy Places Index Score,34766,10358,5803,0.297934771,0.166915953,0.464850724,No
92354,San Bernardino,2,Healthy Places Index Score,18572,7607,3021,0.409595102,0.16266422,0.572259307,No
91710,San Bernardino,3,Healthy Places Index Score,75511,18355,12234,0.243077174,0.162016124,0.405093312,No
92304,San Bernardino,2,CDPH-Derived ZCTA Score,23,,,,,,Information redacted in accordance with CA state privacy requirements
91762,San Bernardino,1,Healthy Places Index Score,46608,11445,8678,0.245558709,0.186191216,0.43174991,No
91784,San Bernardino,4,Healthy Places Index Score,21660,9369,4352,0.432548463,0.200923368,0.633471847,No
92345,San Bernardino,1,Healthy Places Index Score,60360,10082,8208,0.167031139,0.135984093,0.303015232,No
92242,San Bernardino,1,Healthy Places Index Score,1098,88,26,0.080145717,0.023679417,0.103825137,No
92342,San Bernardino,2,Healthy Places Index Score,5174,1208,551,0.233475074,0.106494009,0.339969069,No
92411,San Bernardino,1,Healthy Places Index Score,18213,3302,2698,0.181299075,0.148135945,0.329435021,No
91709,San Bernardino,3,Healthy Places Index Score,64624,23563,13989,0.364616871,0.216467559,0.58108443,No
92336,San Bernardino,2,Healthy Places Index Score,74457,20880,14555,0.280430317,0.195481956,0.475912273,No
92314,San Bernardino,2,Healthy Places Index Score,8916,1621,874,0.18180798,0.098026022,0.279834002,No
92324,San Bernardino,1,Healthy Places Index Score,45372,9567,6722,0.210856915,0.148153052,0.359009951,No
